benchmark,profile,candidate_name,family,valid,duplicate,admitted,not_admitted,scored,skip_reason,proxy_cost,approx_delta,is_selected,scored_pool_selectable,selected_via_fallback,placement_hash,source_stage,generated,region_id,region_signature,moved_macro_ids,move_type,legalization_status,legalization_failure_reason,pre_legalization_approx_delta,post_legalization_approx_delta,legalization_displacement_max,legalization_displacement_mean
ibm01,m4b-default,m3b_c7_2_45_133_rcyclic,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5,True,,,,rcyclic,,,,,,
ibm01,m4b-default,m3b_c8_2_133_199_centroid_shift,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5,True,,,,centroid_shift,,,,,,
ibm01,m4b-default,m3b_c8_2_133_199_cyclic,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5,True,,,,cyclic,,,,,,
ibm01,m4b-default,m3b_c8_2_133_199_rcyclic,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5,True,,,,rcyclic,,,,,,
ibm01,m4b-default,m3b_c9_4_15_44_centroid_shift,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5,True,,,,centroid_shift,,,,,,
ibm01,m4b-default,m3b_c9_4_15_44_cyclic,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5,True,,,,cyclic,,,,,,
ibm01,m4b-default,m3b_c9_4_15_44_rcyclic,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5,True,,,,rcyclic,,,,,,
ibm01,m4b-default,m4b_r1_m24_m109_centroid_shift,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,-0.20663607120513916,False,False,False,4491dbd1,6,True,1,4e9ef60b,"[24, 109]",centroid_shift,legalized,,-0.20663607120513916,-0.20663607120513916,0.0,0.0
ibm01,m4b-default,m4b_r1_m24_m109_spread,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,-0.24769341945648193,False,False,False,01e8d9ae,6,True,1,4e9ef60b,"[24, 109]",spread,legalized,,-0.24769341945648193,-0.24769341945648193,0.0,0.0
ibm01,m4b-default,m4b_r1_m24_m125_centroid_shift,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,4.879335522651672,False,False,False,247bdb5b,6,True,1,4e9ef60b,"[24, 125]",centroid_shift,legalized,,0.14744794368743896,4.879335522651672,2.0,2.0
ibm01,m4b-default,m4b_r1_m24_m125_spread,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,4.617478847503662,False,False,False,64705afb,6,True,1,4e9ef60b,"[24, 125]",spread,legalized,,0.0,4.617478847503662,2.5,2.5
ibm01,m4b-default,m4b_r1_m24_m129_centroid_shift,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,2.473753333091736,False,False,False,b4cc2cff,6,True,1,4e9ef60b,"[24, 129]",centroid_shift,legalized,,-0.26672589778900146,2.473753333091736,1.8027756377319946,1.4013878188659974
ibm01,m4b-default,m4b_r1_m24_m129_spread,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,0.0018448829650878906,False,False,False,b72bff01,6,True,1,4e9ef60b,"[24, 129]",spread,legalized,,0.0018448829650878906,0.0018448829650878906,0.0,0.0
ibm01,m4b-default,m4b_r1_m24_m163_centroid_shift,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,4.75566303730011,False,False,False,637e1c1a,6,True,1,4e9ef60b,"[24, 163]",centroid_shift,legalized,,0.023775458335876465,4.75566303730011,2.0,1.25
ibm01,m4b-default,m4b_r1_m24_m163_spread,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,2.131376266479492,False,False,False,5836b4db,6,True,1,4e9ef60b,"[24, 163]",spread,legalized,,0.0,2.131376266479492,2.5,1.5
ibm01,m4b-default,m4b_r1_m24_m85_centroid_shift,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,4.75566303730011,False,False,False,d380fedf,6,True,1,4e9ef60b,"[24, 85]",centroid_shift,legalized,,0.023775458335876465,4.75566303730011,2.0,2.0
ibm01,m4b-default,m4b_r1_m24_m85_spread,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,4.644998073577881,False,False,False,4cd44615,6,True,1,4e9ef60b,"[24, 85]",spread,legalized,,0.0,4.644998073577881,2.5495097567963922,2.524754878398196
ibm01,m4b-default,m4b_r1_m24_m97_centroid_shift,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,3.5432485342025757,False,False,False,f9954c11,6,True,1,4e9ef60b,"[24, 97]",centroid_shift,legalized,,0.3027690649032593,3.5432485342025757,2.0,2.0
ibm01,m4b-default,m4b_r1_m24_m97_spread,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,4.139998912811279,False,False,False,6c7d5e00,6,True,1,4e9ef60b,"[24, 97]",spread,legalized,,-0.5049991607666016,4.139998912811279,2.5,2.5
ibm01,m4b-default,m4b_r2_m19_m243_centroid_shift,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,-43.132102489471436,False,False,False,d0a46ec6,6,True,2,93687c46,"[19, 243]",centroid_shift,legalized,,-47.132102489471436,-43.132102489471436,2.0,2.0
ibm01,m4b-default,m4b_r2_m19_m243_spread,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,-36.63977909088135,False,False,False,ea69c5df,6,True,2,93687c46,"[19, 243]",spread,legalized,,19.98225688934326,-36.63977909088135,1.8027756377319946,0.9013879321148227
ibm01,m4b-default,m4b_r3_m0_m15_centroid_shift,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,87.70365452766418,False,False,False,e0b6e0aa,6,True,3,cbf489d6,"[0, 15]",centroid_shift,legalized,,-1.6168665885925293,87.70365452766418,5.0990195135927845,4.007247730507718
ibm01,m4b-default,m4b_r3_m0_m15_spread,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,91.10906541347504,False,False,False,f45e6eaf,6,True,3,cbf489d6,"[0, 15]",spread,legalized,,0.4881453514099121,91.10906541347504,5.024937810560445,3.9702068789915477
ibm01,m4b-default,m4b_r3_m0_m17_centroid_shift,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,96.57247376441956,False,False,False,4730d9b6,6,True,3,cbf489d6,"[0, 17]",centroid_shift,legalized,,-3.4385428428649902,96.57247376441956,5.0990195135927845,3.8958009585800184
ibm01,m4b-default,m4b_r3_m0_m17_spread,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,88.16290521621704,False,False,False,00b53bed,6,True,3,cbf489d6,"[0, 17]",spread,legalized,,3.549562454223633,88.16290521621704,4.949747468305833,4.294901206473046
ibm01,m4b-default,m4b_r3_m0_m18_centroid_shift,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,82.23669362068176,False,False,False,ed540908,6,True,3,cbf489d6,"[0, 18]",centroid_shift,legalized,,-2.439331531524658,82.23669362068176,5.0990195135927845,3.2995097567963922
ibm01,m4b-default,m4b_r3_m0_m18_spread,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,106.3064534664154,False,False,False,a36287f6,6,True,3,cbf489d6,"[0, 18]",spread,legalized,,-1.5409059524536133,106.3064534664154,5.315072906367325,4.334587436308505
ibm01,m4b-default,m4b_r3_m0_m23_centroid_shift,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,100.24230074882507,False,False,False,a532e3bf,6,True,3,cbf489d6,"[0, 23]",centroid_shift,legalized,,-1.897468090057373,100.24230074882507,5.0990195135927845,4.317276709762761
ibm01,m4b-default,m4b_r3_m0_m23_spread,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,94.65595436096191,False,False,False,15bb1683,6,True,3,cbf489d6,"[0, 23]",spread,legalized,,3.5615768432617188,94.65595436096191,4.949747468305833,4.075654793511129
ibm01,m4b-default,m4b_r3_m0_m25_centroid_shift,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,140.3050103187561,False,False,False,b07f5a20,6,True,3,cbf489d6,"[0, 25]",centroid_shift,legalized,,-2.92783784866333,140.3050103187561,6.103277807866851,5.601148660729818
ibm01,m4b-default,m4b_r3_m0_m25_spread,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,136.378408908844,False,False,False,fae9ff93,6,True,3,cbf489d6,"[0, 25]",spread,legalized,,0.9381046295166016,136.378408908844,6.324555320336759,5.533985905294664
ibm01,m4b-default,m4b_r3_m0_m26_centroid_shift,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,80.4503767490387,False,False,False,7dfc4fb6,6,True,3,cbf489d6,"[0, 26]",centroid_shift,legalized,,-1.3201537132263184,80.4503767490387,5.0990195135927845,3.610169928576213
ibm01,m4b-default,m4b_r3_m0_m26_spread,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,89.04005694389343,False,False,False,aa91f142,6,True,3,cbf489d6,"[0, 26]",spread,legalized,,0.6751179695129395,89.04005694389343,5.220153254455275,3.511464446093635
ibm01,m4b-default,m4b_r3_m0_m3_centroid_shift,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,140.92578983306885,False,False,False,c6ef065f,6,True,3,cbf489d6,"[0, 3]",centroid_shift,legalized,,-2.3212151527404785,140.92578983306885,7.433034373659253,6.266026943626018
ibm01,m4b-default,m4b_r3_m0_m3_spread,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,155.85565826296806,False,False,False,fe421920,6,True,3,cbf489d6,"[0, 3]",spread,legalized,,0.08005523681640625,155.85565826296806,6.800735254367722,5.819561554376403
ibm01,m4b-default,m4b_r3_m0_m4_centroid_shift,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,20.544604301452637,False,False,False,16760da0,6,True,3,cbf489d6,"[0, 4]",centroid_shift,legalized,,-2.697237491607666,20.544604301452637,4.301162633521313,4.301162633521313
ibm01,m4b-default,m4b_r3_m0_m4_spread,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,76.61073744297028,False,False,False,e2274116,6,True,3,cbf489d6,"[0, 4]",spread,legalized,,-1.3549962043762207,76.61073744297028,5.024937810560445,3.07148589965517
ibm01,m4b-default,m4b_r4_m6_m20_centroid_shift,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,0.2568941116333008,False,False,False,9d2bfd88,6,True,4,442f0899,"[6, 20]",centroid_shift,legalized,,1.7568941116333008,0.2568941116333008,0.5,0.5
ibm01,m4b-default,m4b_r4_m6_m20_spread,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,8.867568016052246,False,False,False,98637b49,6,True,4,442f0899,"[6, 20]",spread,legalized,,-0.1812753677368164,8.867568016052246,1.0,0.75
ibm01,m4b-default,m4b_r4_m6_m29_centroid_shift,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,26.058674812316895,False,False,False,11f30d9e,6,True,4,442f0899,"[6, 29]",centroid_shift,legalized,,4.938755989074707,26.058674812316895,2.5495097567963922,1.5247548783981961
ibm01,m4b-default,m4b_r4_m6_m29_spread,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,28.417097091674805,False,False,False,ccaeaa5a,6,True,4,442f0899,"[6, 29]",spread,legalized,,2.039179801940918,28.417097091674805,3.1622776601683795,1.9346922206774635
ibm01,m4b-default,m4b_r4_m6_m33_centroid_shift,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,-0.8157329559326172,False,False,False,526f1d83,6,True,4,442f0899,"[6, 33]",centroid_shift,legalized,,0.6842670440673828,-0.8157329559326172,0.5,0.5
ibm01,m4b-default,m4b_r4_m6_m33_spread,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,-0.5733528137207031,False,False,False,c4f1c8c2,6,True,4,442f0899,"[6, 33]",spread,legalized,,-0.5733528137207031,-0.5733528137207031,0.0,0.0
ibm01,m4b-default,m4b_r4_m6_m37_centroid_shift,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,5.953547477722168,False,False,False,8707d532,6,True,4,442f0899,"[6, 37]",centroid_shift,legalized,,-0.29163646697998047,5.953547477722168,1.8027756377319946,1.1513878188659974
ibm01,m4b-default,m4b_r4_m6_m37_spread,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,7.098859786987305,False,False,False,b6409c01,6,True,4,442f0899,"[6, 37]",spread,legalized,,-1.1379613876342773,7.098859786987305,1.8027756377319946,1.1513878188659974
ibm01,m4b-default,m4b_r4_m6_m39_centroid_shift,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,8.23519229888916,False,False,False,16a8b933,6,True,4,442f0899,"[6, 39]",centroid_shift,legalized,,-0.7618589401245117,8.23519229888916,0.7071067811865476,0.6035533905932737
ibm01,m4b-default,m4b_r4_m6_m39_spread,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,2.831984519958496,False,False,False,b3f9e029,6,True,4,442f0899,"[6, 39]",spread,legalized,,2.6737937927246094,2.831984519958496,0.7071067811865476,0.7071067811865476
ibm01,m4b-default,m4b_r4_m6_m70_centroid_shift,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,24.316296577453613,False,False,False,b56ea798,6,True,4,442f0899,"[6, 70]",centroid_shift,legalized,,1.6417951583862305,24.316296577453613,2.0,1.25
ibm01,m4b-default,m4b_r4_m6_m70_spread,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,28.21860122680664,False,False,False,c653dcae,6,True,4,442f0899,"[6, 70]",spread,legalized,,2.163278579711914,28.21860122680664,2.0,1.3535533905932737
ibm01,m4b-default,m4b_r4_m6_m78_centroid_shift,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,19.617039680480957,False,False,False,056248ba,6,True,4,442f0899,"[6, 78]",centroid_shift,legalized,,3.117039680480957,19.617039680480957,1.5,1.0
ibm01,m4b-default,m4b_r4_m6_m78_spread,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,28.281335830688477,False,False,False,b5fbe7c9,6,True,4,442f0899,"[6, 78]",spread,legalized,,2.7393407821655273,28.281335830688477,2.0,1.25
ibm01,m4b-default,m4b_r4_m6_m81_centroid_shift,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,-0.3245868682861328,False,False,False,4b1c7342,6,True,4,442f0899,"[6, 81]",centroid_shift,legalized,,1.1754131317138672,-0.3245868682861328,0.5,0.5
ibm01,m4b-default,m4b_r4_m6_m81_spread,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,16.579986572265625,False,False,False,23fe1b0b,6,True,4,442f0899,"[6, 81]",spread,legalized,,-0.6126279830932617,16.579986572265625,2.0615528128088303,2.0615528128088303
ibm01,m4b-default,m4b_r5_m5_m119_centroid_shift,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,6.4098711013793945,False,False,False,47fd1dc0,6,True,5,122d5226,"[5, 119]",centroid_shift,legalized,,0.9098711013793945,6.4098711013793945,0.5,0.5
ibm01,m4b-default,m4b_r5_m5_m119_spread,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,0.06423664093017578,False,False,False,939266c3,6,True,5,122d5226,"[5, 119]",spread,legalized,,0.06423664093017578,0.06423664093017578,0.0,0.0
ibm01,m4b-default,m4b_r5_m5_m11_centroid_shift,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,10.573715209960938,False,False,False,a977762c,6,True,5,122d5226,"[5, 11]",centroid_shift,legalized,,-1.1288566589355469,10.573715209960938,0.5,0.4926070332527157
ibm01,m4b-default,m4b_r5_m5_m11_spread,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,6.191215515136719,False,False,False,41ad74d5,6,True,5,122d5226,"[5, 11]",spread,legalized,,1.910909652709961,6.191215515136719,0.5,0.5
ibm01,m4b-default,m4b_r5_m5_m143_centroid_shift,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,30.67269229888916,False,False,False,205a0467,6,True,5,122d5226,"[5, 143]",centroid_shift,legalized,,0.6000471115112305,30.67269229888916,3.0,1.75
ibm01,m4b-default,m4b_r5_m5_m143_spread,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,0.8413858413696289,False,False,False,acf621a2,6,True,5,122d5226,"[5, 143]",spread,legalized,,2.3882198333740234,0.8413858413696289,1.118033988749895,1.118033988749895
ibm01,m4b-default,m4b_r5_m5_m158_centroid_shift,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,5.88623046875,False,False,False,2d512749,6,True,5,122d5226,"[5, 158]",centroid_shift,legalized,,0.38623046875,5.88623046875,0.5,0.5
ibm01,m4b-default,m4b_r5_m5_m158_spread,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,-1.079176902770996,False,False,False,957766f7,6,True,5,122d5226,"[5, 158]",spread,legalized,,-0.0791769027709961,-1.079176902770996,0.5,0.5
ibm01,m4b-default,m4b_r5_m5_m170_centroid_shift,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,18.08369255065918,False,False,False,720f38d9,6,True,5,122d5226,"[5, 170]",centroid_shift,legalized,,1.5836925506591797,18.08369255065918,1.0,0.75
ibm01,m4b-default,m4b_r5_m5_m170_spread,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,16.46967315673828,False,False,False,b3a0c8db,6,True,5,122d5226,"[5, 170]",spread,legalized,,-0.03032684326171875,16.46967315673828,1.5,1.5
ibm01,m4b-default,m4b_r5_m5_m172_centroid_shift,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,8.545795440673828,False,False,False,253e2a7e,6,True,5,122d5226,"[5, 172]",centroid_shift,legalized,,1.0457954406738281,8.545795440673828,0.5,0.5
ibm01,m4b-default,m4b_r5_m5_m172_spread,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,3.735966682434082,False,False,False,01404e8d,6,True,5,122d5226,"[5, 172]",spread,legalized,,3.735966682434082,3.735966682434082,0.0,0.0
ibm01,m4b-default,m4b_r5_m5_m22_centroid_shift,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,3.540848731994629,False,False,False,19a954d0,6,True,5,122d5226,"[5, 22]",centroid_shift,legalized,,-1.959151268005371,3.540848731994629,0.5,0.5
ibm01,m4b-default,m4b_r5_m5_m22_spread,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,-3.3015003204345703,False,False,False,41c811f9,6,True,5,122d5226,"[5, 22]",spread,legalized,,3.1984996795654297,-3.3015003204345703,0.5,0.5
ibm01,m4b-default,m4b_r5_m5_m40_centroid_shift,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,6.030790328979492,False,False,False,0e7b1cbc,6,True,5,122d5226,"[5, 40]",centroid_shift,legalized,,1.0307903289794922,6.030790328979492,0.5,0.5
ibm01,m4b-default,m4b_r5_m5_m40_spread,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,0.5536365509033203,False,False,False,87c1cd84,6,True,5,122d5226,"[5, 40]",spread,legalized,,0.5536365509033203,0.5536365509033203,0.0,0.0
ibm01,m4b-default,m4b_r6_m2_m32_centroid_shift,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,3.7541418075561523,False,False,False,0634a000,6,True,6,13e86927,"[2, 32]",centroid_shift,legalized,,-1.2052550315856934,3.7541418075561523,2.692582403567252,2.464325190533521
ibm01,m4b-default,m4b_r6_m2_m32_spread,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,82.2730473279953,False,False,False,339403f1,6,True,6,13e86927,"[2, 32]",spread,legalized,,-0.09413409233093262,82.2730473279953,5.751471961462381,5.751471961462381
ibm01,m4b-default,m4b_r6_m2_m34_centroid_shift,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,90.47020864486694,False,False,False,81c60d29,6,True,6,13e86927,"[2, 34]",centroid_shift,legalized,,0.4603915214538574,90.47020864486694,5.3583319118011925,3.3862727370871437
ibm01,m4b-default,m4b_r6_m2_m34_spread,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,85.38960766792297,False,False,False,85330275,6,True,6,13e86927,"[2, 34]",spread,legalized,,2.5732048749923706,85.38960766792297,5.3546538497384475,3.384433706055771
ibm01,m4b-default,m4b_r6_m2_m56_centroid_shift,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,93.69522726535797,False,False,False,6c91f637,6,True,6,13e86927,"[2, 56]",centroid_shift,legalized,,1.2957897186279297,93.69522726535797,5.3583319118011925,3.9291659559005963
ibm01,m4b-default,m4b_r6_m2_m56_spread,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,68.45398306846619,False,False,False,3fcd7852,6,True,6,13e86927,"[2, 56]",spread,legalized,,1.6925678253173828,68.45398306846619,4.949747468305833,3.8890872965260117
ibm01,m4b-default,m4b_r6_m2_m57_centroid_shift,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,76.59617114067078,False,False,False,9974c695,6,True,6,13e86927,"[2, 57]",centroid_shift,legalized,,0.2727537155151367,76.59617114067078,5.220153254455275,4.430104099547767
ibm01,m4b-default,m4b_r6_m2_m57_spread,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,-3.2038965225219727,False,False,False,cf3f16b6,6,True,6,13e86927,"[2, 57]",spread,legalized,,-3.2038965225219727,-3.2038965225219727,0.0,0.0
ibm01,m4b-default,m4b_r6_m2_m60_centroid_shift,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,133.4924055337906,False,False,False,f32b765a,6,True,6,13e86927,"[2, 60]",centroid_shift,legalized,,0.5115127563476562,133.4924055337906,5.3583319118011925,5.050874201026881
ibm01,m4b-default,m4b_r6_m2_m60_spread,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,137.07979214191437,False,False,False,3e9adf3a,6,True,6,13e86927,"[2, 60]",spread,legalized,,-1.430797815322876,137.07979214191437,5.755331436198037,5.728104280846863
ibm01,m4b-default,m4b_r6_m2_m63_centroid_shift,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,104.45044004917145,False,False,False,506c4072,6,True,6,13e86927,"[2, 63]",centroid_shift,legalized,,1.246185302734375,104.45044004917145,5.3583319118011925,3.6791659559005963
ibm01,m4b-default,m4b_r6_m2_m63_spread,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,164.47322380542755,False,False,False,edd8d162,6,True,6,13e86927,"[2, 63]",spread,legalized,,1.2344532012939453,164.47322380542755,6.264982043070834,5.7501469338931255
ibm01,m4b-default,m4b_r6_m2_m64_centroid_shift,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,85.47968113422394,False,False,False,92813641,6,True,6,13e86927,"[2, 64]",centroid_shift,legalized,,-2.472848892211914,85.47968113422394,5.3583319118011925,3.03271934649387
ibm01,m4b-default,m4b_r6_m2_m64_spread,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,84.51745092868805,False,False,False,d461b5e8,6,True,6,13e86927,"[2, 64]",spread,legalized,,2.363142251968384,84.51745092868805,5.746704269933758,5.746704269933758
ibm01,m4b-default,m4b_r6_m2_m66_centroid_shift,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,81.2346521615982,False,False,False,5acc2368,6,True,6,13e86927,"[2, 66]",centroid_shift,legalized,,1.3656597137451172,81.2346521615982,5.3583319118011925,5.3583319118011925
ibm01,m4b-default,m4b_r6_m2_m66_spread,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,57.128936409950256,False,False,False,c86e8f4a,6,True,6,13e86927,"[2, 66]",spread,legalized,,0.2783329486846924,57.128936409950256,5.247141155406841,4.144261210277976
ibm01,m4b-default,m4b_r7_m7_m10_centroid_shift,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,9.015239715576172,False,False,False,43050efa,6,True,7,e11bc37f,"[7, 10]",centroid_shift,legalized,,3.8145389556884766,9.015239715576172,2.0615528128088303,1.3843297969976889
ibm01,m4b-default,m4b_r7_m7_m10_spread,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,5.562417984008789,False,False,False,5b5286a6,6,True,7,e11bc37f,"[7, 10]",spread,legalized,,-2.772641181945801,5.562417984008789,2.5495097567963922,1.6283082689914699
ibm01,m4b-default,m4b_r7_m7_m12_centroid_shift,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,38.804837226867676,False,False,False,4ac7dd5a,6,True,7,e11bc37f,"[7, 12]",centroid_shift,legalized,,2.09060001373291,38.804837226867676,3.1622776601683795,1.9346922206774635
ibm01,m4b-default,m4b_r7_m7_m12_spread,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,22.16395854949951,False,False,False,96b60250,6,True,7,e11bc37f,"[7, 12]",spread,legalized,,0.35619544982910156,22.16395854949951,6.519202405202649,6.519202405202649
ibm01,m4b-default,m4b_r7_m7_m16_centroid_shift,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,-9.097414016723633,False,False,False,e7dca4f3,6,True,7,e11bc37f,"[7, 16]",centroid_shift,legalized,,2.4268856048583984,-9.097414016723633,0.7071067811865476,0.6035533905932737
ibm01,m4b-default,m4b_r7_m7_m16_spread,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,52.06871700286865,False,False,False,6568093d,6,True,7,e11bc37f,"[7, 16]",spread,legalized,,-1.7764902114868164,52.06871700286865,7.516648189186454,4.1118774851865005
ibm01,m4b-default,m4b_r7_m7_m21_centroid_shift,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,13.120201110839844,False,False,False,09d89fcc,6,True,7,e11bc37f,"[7, 21]",centroid_shift,legalized,,1.7545967102050781,13.120201110839844,2.23606797749979,1.4715873793431686
ibm01,m4b-default,m4b_r7_m7_m21_spread,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,-6.6537675857543945,False,False,False,89fce683,6,True,7,e11bc37f,"[7, 21]",spread,legalized,,-2.169342041015625,-6.6537675857543945,1.5811388300841898,1.5811388300841898
ibm01,m4b-default,m4b_r7_m7_m35_centroid_shift,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,-4.768732070922852,False,False,False,deb40560,6,True,7,e11bc37f,"[7, 35]",centroid_shift,legalized,,0.9765644073486328,-4.768732070922852,0.7071067811865476,0.5034541738936731
ibm01,m4b-default,m4b_r7_m7_m35_spread,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,-7.944771766662598,False,False,False,96815cde,6,True,7,e11bc37f,"[7, 35]",spread,legalized,,-2.8618946075439453,-7.944771766662598,1.118033988749895,0.5590173412739796
ibm01,m4b-default,m4b_r7_m7_m43_centroid_shift,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,-4.332376480102539,False,False,False,45a5ff6d,6,True,7,e11bc37f,"[7, 43]",centroid_shift,legalized,,4.191923141479492,-4.332376480102539,0.7071067811865476,0.7071067811865476
ibm01,m4b-default,m4b_r7_m7_m43_spread,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,1.7370796203613281,False,False,False,00f30698,6,True,7,e11bc37f,"[7, 43]",spread,legalized,,-3.7914505004882812,1.7370796203613281,1.5811388300841898,1.3495864094170424
ibm01,m4b-default,m4b_r7_m7_m55_centroid_shift,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,-5.881931304931641,False,False,False,b326ee38,6,True,7,e11bc37f,"[7, 55]",centroid_shift,legalized,,1.1180686950683594,-5.881931304931641,0.7071067811865476,0.6035533905932737
ibm01,m4b-default,m4b_r7_m7_m55_spread,m4b_region_repair,True,False,False,True,False,m4b_budget_exhausted,,-0.902836799621582,False,False,False,64822d4a,6,True,7,e11bc37f,"[7, 55]",spread,legalized,,4.919651031494141,-0.902836799621582,1.118033988749895,1.0590169943749475
