benchmark,profile,candidate_name,family,valid,duplicate,admitted,not_admitted,scored,skip_reason,proxy_cost,approx_delta,is_selected,scored_pool_selectable,selected_via_fallback,placement_hash,source_stage,generated,region_id,region_signature,moved_macro_ids,move_type,legalization_status,legalization_failure_reason,pre_legalization_approx_delta,post_legalization_approx_delta,legalization_displacement_max,legalization_displacement_mean,m4c_rank_score,m4c_rank_bucket,m4c_rank_reason,family_rank,family_normalized_approx_delta,m4d_rank_score,m4d_family_normalized_approx_delta,m4d_cross_family_rank,m4d_rank_reason
ibm01,m4d-default,original_neighborhood_m117_right_s,original_neighborhood,True,False,True,False,False,prefiltered,,2.9834976196289062,False,False,False,f25679c6,1,True,,,,right_s,,,,,,,,,,,,0.8831168831168831,0.7579553993166906,218,family=original_neighborhood rank=69/78 percentile=0.883117
ibm01,m4d-default,original_neighborhood_m117_up_s,original_neighborhood,True,False,True,False,False,prefiltered,,3.6400089263916016,False,False,False,3ff0a84e,1,True,,,,up_s,,,,,,,,,,,,0.961038961038961,0.7663235717725935,238,family=original_neighborhood rank=75/78 percentile=0.961039
ibm01,m4d-default,original_neighborhood_m141_down_s,original_neighborhood,True,False,True,False,False,budget_exceeded,,0.6912002563476562,False,False,False,8387fcb0,1,True,,,,down_s,,,,,,,,,,,,0.5974025974025974,0.728736801771527,149,family=original_neighborhood rank=47/78 percentile=0.597403
ibm01,m4d-default,original_neighborhood_m141_left_s,original_neighborhood,True,False,True,False,False,prefiltered,,2.107696533203125,False,False,False,105c41da,1,True,,,,left_s,,,,,,,,,,,,0.7142857142857143,0.7467920660232901,177,family=original_neighborhood rank=56/78 percentile=0.714286
ibm01,m4d-default,original_neighborhood_m141_right_s,original_neighborhood,True,False,True,False,False,budget_exceeded,,-0.12000274658203125,False,False,False,2314f63a,1,True,,,,right_s,,,,,,,,,,,,0.5584415584415584,0.7183968631362957,139,family=original_neighborhood rank=44/78 percentile=0.558442
ibm01,m4d-default,original_neighborhood_m141_toward_centroid,original_neighborhood,True,False,True,False,False,budget_exceeded,,0.6197233200073242,False,False,False,0230da77,1,True,,,,toward_centroid,,,,,,,,,,,,0.5844155844155844,0.7278257263281125,146,family=original_neighborhood rank=46/78 percentile=0.584416
ibm01,m4d-default,original_neighborhood_m141_up_s,original_neighborhood,True,False,True,False,False,budget_exceeded,,-0.6912002563476562,False,False,False,1590330f,1,True,,,,up_s,,,,,,,,,,,,0.5324675324675324,0.7111161366372032,133,family=original_neighborhood rank=42/78 percentile=0.532468
ibm01,m4d-default,original_neighborhood_m150_down_s,original_neighborhood,True,False,True,False,False,budget_exceeded,,-2.3040008544921875,False,False,False,14f58998,1,True,,,,down_s,,,,,,,,,,,,0.4025974025974026,0.6905586939804922,100,family=original_neighborhood rank=32/78 percentile=0.402597
ibm01,m4d-default,original_neighborhood_m150_left_s,original_neighborhood,True,False,True,False,False,prefiltered,,3.030000686645508,False,False,False,3a030afb,1,True,,,,left_s,,,,,,,,,,,,0.9090909090909091,0.7585481471955386,225,family=original_neighborhood rank=71/78 percentile=0.909091
ibm01,m4d-default,original_neighborhood_m150_up_s,original_neighborhood,True,False,True,False,False,prefiltered,,2.3040008544921875,False,False,False,9026b7d9,1,True,,,,up_s,,,,,,,,,,,,0.7662337662337663,0.7492942444282381,190,family=original_neighborhood rank=60/78 percentile=0.766234
ibm01,m4d-default,original_neighborhood_m173_down_s,original_neighborhood,True,False,True,False,False,budget_exceeded,,-2.507600784301758,False,False,False,dca43fcf,1,True,,,,down_s,,,,,,,,,,,,0.37662337662337664,0.6879635226451232,95,family=original_neighborhood rank=30/78 percentile=0.376623
ibm01,m4d-default,original_neighborhood_m173_right_s,original_neighborhood,True,False,True,False,False,prefiltered,,3.0300064086914062,False,False,False,6f73e27c,1,True,,,,right_s,,,,,,,,,,,,0.922077922077922,0.7585482201311704,228,family=original_neighborhood rank=72/78 percentile=0.922078
ibm01,m4d-default,original_neighborhood_m173_up_s,original_neighborhood,True,False,True,False,False,prefiltered,,2.5344009399414062,False,False,False,1abcb424,1,True,,,,up_s,,,,,,,,,,,,0.7922077922077922,0.7522310219506254,197,family=original_neighborhood rank=62/78 percentile=0.792208
ibm01,m4d-default,original_neighborhood_m180_down_s,original_neighborhood,True,False,True,False,False,budget_exceeded,,-0.9094009399414062,False,False,False,d4f97c75,1,True,,,,down_s,,,,,,,,,,,,0.4935064935064935,0.7083348578816061,123,family=original_neighborhood rank=39/78 percentile=0.493506
ibm01,m4d-default,original_neighborhood_m180_left_s,original_neighborhood,True,False,True,False,False,budget_exceeded,,0.7574987411499023,False,False,False,5e94102c,1,True,,,,left_s,,,,,,,,,,,,0.6233766233766234,0.7295818704682506,154,family=original_neighborhood rank=49/78 percentile=0.623377
ibm01,m4d-default,original_neighborhood_m180_right_s,original_neighborhood,True,False,True,False,False,budget_exceeded,,-0.7574987411499023,False,False,False,85167878,1,True,,,,right_s,,,,,,,,,,,,0.5194805194805194,0.7102710679404797,129,family=original_neighborhood rank=41/78 percentile=0.519481
ibm01,m4d-default,original_neighborhood_m180_toward_centroid,original_neighborhood,True,False,True,False,False,budget_exceeded,,-1.258432388305664,False,False,False,382ba244,1,True,,,,toward_centroid,,,,,,,,,,,,0.4675324675324675,0.7038859545308808,116,family=original_neighborhood rank=37/78 percentile=0.467532
ibm01,m4d-default,original_neighborhood_m180_up_s,original_neighborhood,True,False,True,False,False,budget_exceeded,,0.921600341796875,False,False,False,9b374923,1,True,,,,up_s,,,,,,,,,,,,0.6363636363636364,0.7316735792939143,158,family=original_neighborhood rank=50/78 percentile=0.636364
ibm01,m4d-default,original_neighborhood_m190_left_s,original_neighborhood,True,False,True,False,False,budget_exceeded,,-1.262502670288086,False,False,False,0899e907,1,True,,,,left_s,,,,,,,,,,,,0.45454545454545453,0.7038340729848629,113,family=original_neighborhood rank=36/78 percentile=0.454545
ibm01,m4d-default,original_neighborhood_m190_right_s,original_neighborhood,True,False,True,False,False,prefiltered,,1.262502670288086,False,False,False,b6eec1ec,1,True,,,,right_s,,,,,,,,,,,,0.6753246753246753,0.7360188654238673,167,family=original_neighborhood rank=53/78 percentile=0.675325
ibm01,m4d-default,original_neighborhood_m190_toward_centroid,original_neighborhood,True,False,True,False,False,budget_exceeded,,-2.4345359802246094,False,False,False,91b0858b,1,True,,,,toward_centroid,,,,,,,,,,,,0.38961038961038963,0.6888948377263352,98,family=original_neighborhood rank=31/78 percentile=0.389610
ibm01,m4d-default,original_neighborhood_m190_up_s,original_neighborhood,True,False,True,False,False,prefiltered,,2.764801025390625,False,False,False,c3bb01e0,1,True,,,,up_s,,,,,,,,,,,,0.8571428571428571,0.7551677994730127,212,family=original_neighborhood rank=67/78 percentile=0.857143
ibm01,m4d-default,original_neighborhood_m205_down_s,original_neighborhood,True,False,True,False,False,prefiltered,,1.4399986267089844,False,False,False,c9c99b98,1,True,,,,down_s,,,,,,,,,,,,0.6883116883116883,0.7382813044074085,171,family=original_neighborhood rank=54/78 percentile=0.688312
ibm01,m4d-default,original_neighborhood_m205_left_s,original_neighborhood,True,False,True,False,False,prefiltered,,2.0654983520507812,False,False,False,7bfd2223,1,True,,,,left_s,,,,,,,,,,,,0.7012987012987013,0.7462541900513597,174,family=original_neighborhood rank=55/78 percentile=0.701299
ibm01,m4d-default,original_neighborhood_m205_right_s,original_neighborhood,True,False,True,False,False,budget_exceeded,,-2.0654983520507812,False,False,False,afbf77b5,1,True,,,,right_s,,,,,,,,,,,,0.42857142857142855,0.6935987483573706,107,family=original_neighborhood rank=34/78 percentile=0.428571
ibm01,m4d-default,original_neighborhood_m205_toward_centroid,original_neighborhood,True,False,True,False,False,prefiltered,,2.2736949920654297,False,False,False,e1247f66,1,True,,,,toward_centroid,,,,,,,,,,,,0.7402597402597403,0.7489079530108632,184,family=original_neighborhood rank=58/78 percentile=0.740260
ibm01,m4d-default,original_neighborhood_m205_up_s,original_neighborhood,True,False,True,False,False,budget_exceeded,,-1.4399986267089844,False,False,False,1ac8f6d9,1,True,,,,up_s,,,,,,,,,,,,0.44155844155844154,0.7015716340013217,110,family=original_neighborhood rank=35/78 percentile=0.441558
ibm01,m4d-default,original_neighborhood_m209_left_s,original_neighborhood,True,False,True,False,False,prefiltered,,2.2949981689453125,False,False,False,a39ff4fa,1,True,,,,left_s,,,,,,,,,,,,0.7532467532467533,0.7491794923676924,187,family=original_neighborhood rank=59/78 percentile=0.753247
ibm01,m4d-default,original_neighborhood_m209_right_s,original_neighborhood,True,False,True,False,False,budget_exceeded,,-2.2949981689453125,False,False,False,ba1789ee,1,True,,,,right_s,,,,,,,,,,,,0.4155844155844156,0.6906734460410378,103,family=original_neighborhood rank=33/78 percentile=0.415584
ibm01,m4d-default,original_neighborhood_m209_up_s,original_neighborhood,True,False,True,False,False,prefiltered,,2.8799972534179688,False,False,False,c6a16d44,1,True,,,,up_s,,,,,,,,,,,,0.8701298701298701,0.7566361396104518,215,family=original_neighborhood rank=68/78 percentile=0.870130
ibm01,m4d-default,original_neighborhood_m215_right_s,original_neighborhood,True,False,True,False,False,prefiltered,,3.0300064086914062,False,False,False,7be49f7e,1,True,,,,right_s,,,,,,,,,,,,0.935064935064935,0.7585482201311704,231,family=original_neighborhood rank=73/78 percentile=0.935065
ibm01,m4d-default,original_neighborhood_m215_up_s,original_neighborhood,True,False,True,False,False,prefiltered,,2.764801025390625,False,False,False,c39104f1,1,True,,,,up_s,,,,,,,,,,,,0.8441558441558441,0.7551677994730127,209,family=original_neighborhood rank=66/78 percentile=0.844156
ibm01,m4d-default,original_neighborhood_m22_down_s,original_neighborhood,True,False,True,False,False,budget_exceeded,,-0.3414020538330078,False,False,False,b42ff4a9,1,True,,,,down_s,,,,,,,,,,,,0.5454545454545454,0.7155748133625768,136,family=original_neighborhood rank=43/78 percentile=0.545455
ibm01,m4d-default,original_neighborhood_m22_right_s,original_neighborhood,True,False,True,False,False,prefiltered,,2.9834976196289062,False,False,False,aae4326c,1,True,,,,right_s,,,,,,,,,,,,0.8961038961038961,0.7579553993166906,222,family=original_neighborhood rank=70/78 percentile=0.896104
ibm01,m4d-default,original_neighborhood_m22_toward_centroid,original_neighborhood,True,False,True,False,False,budget_exceeded,,-2.6692886352539062,False,False,False,b66e464e,1,True,,,,toward_centroid,,,,,,,,,,,,0.33766233766233766,0.6859025805000994,85,family=original_neighborhood rank=27/78 percentile=0.337662
ibm01,m4d-default,original_neighborhood_m22_up_s,original_neighborhood,True,False,True,False,False,prefiltered,,2.1599979400634766,False,False,False,bda3cbc9,1,True,,,,up_s,,,,,,,,,,,,0.7272727272727273,0.7474587220089302,180,family=original_neighborhood rank=57/78 percentile=0.727273
ibm01,m4d-default,original_neighborhood_m243_left_s,original_neighborhood,True,False,True,False,False,prefiltered,,21.97271156311035,False,False,False,707d1112,1,True,,,,left_s,,,,,,,,,,,,1.0,0.9999999999872535,248,family=original_neighborhood rank=78/78 percentile=1.000000
ibm01,m4d-default,original_neighborhood_m243_right_s,original_neighborhood,True,False,True,False,False,prefiltered,,18.708398818969727,False,False,False,5ecc2f8b,1,True,,,,right_s,,,,,,,,,,,,0.987012987012987,0.9583916808134852,244,family=original_neighborhood rank=77/78 percentile=0.987013
ibm01,m4d-default,original_neighborhood_m30_down_s,original_neighborhood,True,False,True,False,False,budget_exceeded,,0.7199993133544922,False,False,False,7a1c1e1f,1,True,,,,down_s,,,,,,,,,,,,0.6103896103896104,0.7291038868058868,151,family=original_neighborhood rank=48/78 percentile=0.610390
ibm01,m4d-default,original_neighborhood_m30_left_s,original_neighborhood,True,False,True,False,False,budget_exceeded,,-2.753997802734375,False,False,False,a068baa8,1,True,,,,left_s,,,,,,,,,,,,0.3246753246753247,0.6848228414083724,82,family=original_neighborhood rank=26/78 percentile=0.324675
ibm01,m4d-default,original_neighborhood_m30_right_s,original_neighborhood,True,False,True,False,False,prefiltered,,2.753997802734375,False,False,False,5a0b7d1a,1,True,,,,right_s,,,,,,,,,,,,0.8311688311688312,0.755030097000358,205,family=original_neighborhood rank=65/78 percentile=0.831169
ibm01,m4d-default,original_neighborhood_m30_up_s,original_neighborhood,True,False,True,False,False,budget_exceeded,,0.319793701171875,False,False,False,939f5a6b,1,True,,,,up_s,,,,,,,,,,,,0.5714285714285714,0.7240026957889668,142,family=original_neighborhood rank=45/78 percentile=0.571429
ibm01,m4d-default,original_neighborhood_m32_left_s,original_neighborhood,True,False,True,False,False,prefiltered,,2.524500608444214,False,False,False,cb32cbc5,1,True,,,,left_s,,,,,,,,,,,,0.7792207792207793,0.7521048281128564,193,family=original_neighborhood rank=61/78 percentile=0.779221
ibm01,m4d-default,original_neighborhood_m32_right_s,original_neighborhood,True,False,True,False,False,budget_exceeded,,-2.524500608444214,False,False,False,b7a8b8d2,1,True,,,,right_s,,,,,,,,,,,,0.36363636363636365,0.6877481102958739,91,family=original_neighborhood rank=29/78 percentile=0.363636
ibm01,m4d-default,original_neighborhood_m32_up_s,original_neighborhood,True,False,True,False,False,prefiltered,,3.3600082397460938,False,False,False,8f91de21,1,True,,,,up_s,,,,,,,,,,,,0.948051948051948,0.7627545638827297,235,family=original_neighborhood rank=74/78 percentile=0.948052
ibm01,m4d-default,original_neighborhood_m54_right_s,original_neighborhood,True,False,True,False,False,prefiltered,,2.753997802734375,False,False,False,673dfed4,1,True,,,,right_s,,,,,,,,,,,,0.8181818181818182,0.755030097000358,202,family=original_neighborhood rank=64/78 percentile=0.818182
ibm01,m4d-default,original_neighborhood_m5_down_s,original_neighborhood,True,False,True,False,False,prefiltered,,2.5344009399414062,False,False,False,473ef3c5,1,True,,,,down_s,,,,,,,,,,,,0.8051948051948052,0.7522310219506254,199,family=original_neighborhood rank=63/78 percentile=0.805195
ibm01,m4d-default,original_neighborhood_m5_left_s,original_neighborhood,True,False,True,False,False,budget_exceeded,,-1.0100021362304688,False,False,False,65999115,1,True,,,,left_s,,,,,,,,,,,,0.4805194805194805,0.7070525522287634,120,family=original_neighborhood rank=38/78 percentile=0.480519
ibm01,m4d-default,original_neighborhood_m5_right_s,original_neighborhood,True,False,True,False,False,budget_exceeded,,1.0100021362304688,False,False,False,b88b3a71,1,True,,,,right_s,,,,,,,,,,,,0.6623376623376623,0.7328003861799669,164,family=original_neighborhood rank=52/78 percentile=0.662338
ibm01,m4d-default,original_neighborhood_m5_up_s,original_neighborhood,True,False,True,False,False,budget_exceeded,,-2.5344009399414062,False,False,False,0f9b424c,1,True,,,,up_s,,,,,,,,,,,,0.35064935064935066,0.6876219164581049,88,family=original_neighborhood rank=28/78 percentile=0.350649
ibm01,m4d-default,original_neighborhood_m71_left_s,original_neighborhood,True,False,True,False,False,budget_exceeded,,0.930450439453125,False,False,False,98ed614e,1,True,,,,left_s,,,,,,,,,,,,0.6493506493506493,0.7317863864042812,161,family=original_neighborhood rank=51/78 percentile=0.649351
ibm01,m4d-default,original_neighborhood_m71_right_s,original_neighborhood,True,False,True,False,False,budget_exceeded,,-0.757500171661377,False,False,False,7d927d15,1,True,,,,right_s,,,,,,,,,,,,0.5064935064935064,0.7102710497065717,126,family=original_neighborhood rank=40/78 percentile=0.506494
ibm01,m4d-default,original_refinement_combo2_m117_m173,original_refinement,True,False,True,False,False,budget_exceeded,,-8.658119201660156,False,False,False,03342c34,2,True,,,"[117, 173]",,,,,,,,,,,,,0.10738255033557047,0.6567910825104042,29,family=original_refinement rank=17/150 percentile=0.107383
ibm01,m4d-default,original_refinement_combo2_m117_m215,original_refinement,True,False,True,False,False,budget_exceeded,,-7.578151702880859,False,False,False,5b7bc662,2,True,,,"[117, 215]",,,,,,,,,,,,,0.15436241610738255,0.6703351686044784,39,family=original_refinement rank=24/150 percentile=0.154362
ibm01,m4d-default,original_refinement_combo2_m173_m215,original_refinement,True,False,True,False,False,budget_exceeded,,-7.139980316162109,False,False,False,5d779851,2,True,,,"[215, 173]",,,,,,,,,,,,,0.1610738255033557,0.6758303626657688,42,family=original_refinement rank=25/150 percentile=0.161074
ibm01,m4d-default,original_refinement_combo2_m215_m243,original_refinement,True,False,True,False,False,budget_exceeded,,-59.51066207885742,False,False,False,05d129ef,2,True,,,"[243, 215]",,,,,,,,,,,,,0.020134228187919462,0.01903928015536462,7,family=original_refinement rank=4/150 percentile=0.020134
ibm01,m4d-default,original_refinement_combo2_m54_m117,original_refinement,True,False,True,False,False,budget_exceeded,,-8.636711120605469,False,False,False,74385f3d,2,True,,,"[117, 54]",,,,,,,,,,,,,0.11409395973154363,0.6570595654909025,30,family=original_refinement rank=18/150 percentile=0.114094
ibm01,m4d-default,original_refinement_combo2_m54_m173,original_refinement,True,False,True,False,False,budget_exceeded,,-8.198539733886719,False,False,False,8705186c,2,True,,,"[173, 54]",,,,,,,,,,,,,0.12080536912751678,0.6625547595521929,32,family=original_refinement rank=19/150 percentile=0.120805
ibm01,m4d-default,original_refinement_combo2_m54_m215,original_refinement,True,False,True,False,False,budget_exceeded,,-7.118572235107422,False,False,False,42e006a4,2,True,,,"[215, 54]",,,,,,,,,,,,,0.16778523489932887,0.6760988456462671,43,family=original_refinement rank=26/150 percentile=0.167785
ibm01,m4d-default,original_refinement_m117_grid_m1_m1,original_refinement,True,True,True,False,False,duplicate,,-2.2740726470947266,False,False,False,83af7b84,2,True,,,,,,,,,,,,,,,,0.348993288590604,0.7368546735548994,87,family=original_refinement rank=53/150 percentile=0.348993
ibm01,m4d-default,original_refinement_m117_grid_m1_p0,original_refinement,True,False,True,False,False,budget_exceeded,,-1.739828109741211,False,False,False,18124bc9,2,True,,,,,,,,,,,,,,,,0.3825503355704698,0.7435547400081803,96,family=original_refinement rank=58/150 percentile=0.382550
ibm01,m4d-default,original_refinement_m117_grid_m1_p1,original_refinement,True,False,True,False,False,budget_exceeded,,-1.2055835723876953,False,False,False,0ed1337b,2,True,,,,,,,,,,,,,,,,0.44966442953020136,0.7502548064614613,112,family=original_refinement rank=68/150 percentile=0.449664
ibm01,m4d-default,original_refinement_m117_grid_p0_m1,original_refinement,True,False,True,False,False,budget_exceeded,,-0.5342445373535156,False,False,False,b8313aeb,2,True,,,,,,,,,,,,,,,,0.610738255033557,0.7586742021368804,152,family=original_refinement rank=92/150 percentile=0.610738
ibm01,m4d-default,original_refinement_m117_grid_p0_p1,original_refinement,True,False,True,False,False,budget_exceeded,,0.5342445373535156,False,False,False,55576dd1,2,True,,,,,,,,,,,,,,,,0.6644295302013423,0.7720743350434423,165,family=original_refinement rank=100/150 percentile=0.664430
ibm01,m4d-default,original_refinement_m117_grid_p1_m1,original_refinement,True,False,True,False,False,budget_exceeded,,1.2055835723876953,False,False,False,10676d96,2,True,,,,,,,,,,,,,,,,0.7785234899328859,0.7804937307188614,192,family=original_refinement rank=117/150 percentile=0.778523
ibm01,m4d-default,original_refinement_m117_grid_p1_p0,original_refinement,True,False,True,False,False,budget_exceeded,,1.739828109741211,False,False,False,b3adf0f7,2,True,,,,,,,,,,,,,,,,0.825503355704698,0.7871937971721423,204,family=original_refinement rank=124/150 percentile=0.825503
ibm01,m4d-default,original_refinement_m117_grid_p1_p1,original_refinement,True,False,True,False,False,budget_exceeded,,2.2740726470947266,False,False,False,8f204fe3,2,True,,,,,,,,,,,,,,,,0.8389261744966443,0.7938938636254232,207,family=original_refinement rank=126/150 percentile=0.838926
ibm01,m4d-default,original_refinement_m117_opposite,original_refinement,True,False,True,False,False,budget_exceeded,,4.548145294189453,False,False,False,3670d488,2,True,,,,,,,,,,,,,,,,0.9194630872483222,0.8224134586606852,227,family=original_refinement rank=138/150 percentile=0.919463
ibm01,m4d-default,original_refinement_m117_scale0p125x,original_refinement,True,False,True,False,False,budget_exceeded,,-0.5685367584228516,False,False,False,8f4387e6,2,True,,,,,,,,,,,,,,,,0.5973154362416108,0.7582441366070889,148,family=original_refinement rank=90/150 percentile=0.597315
ibm01,m4d-default,original_refinement_m117_scale0p5x,original_refinement,True,False,True,False,False,budget_exceeded,,-2.2740726470947266,False,False,False,83af7b84,2,True,,,,,,,,,,,,,,,,0.3422818791946309,0.7368546735548994,86,family=original_refinement rank=52/150 percentile=0.342282
ibm01,m4d-default,original_refinement_m117_scale1p5x,original_refinement,True,False,True,False,False,budget_exceeded,,-6.42384147644043,False,False,False,c470a68f,2,True,,,,,,,,,,,,,,,,0.18791946308724833,0.6848116015562579,48,family=original_refinement rank=29/150 percentile=0.187919
ibm01,m4d-default,original_refinement_m117_scale2x,original_refinement,True,False,True,False,False,budget_exceeded,,-7.627250671386719,False,False,False,65d6aa89,2,True,,,,,,,,,,,,,,,,0.1476510067114094,0.669719408725292,38,family=original_refinement rank=23/150 percentile=0.147651
ibm01,m4d-default,original_refinement_m117_tiny0p05um_p0_m1,original_refinement,True,False,True,False,False,budget_exceeded,,-0.6499900817871094,False,False,False,3976cc15,2,True,,,,,,,,,,,,,,,,0.5570469798657718,0.7572226143617057,138,family=original_refinement rank=84/150 percentile=0.557047
ibm01,m4d-default,original_refinement_m117_tiny0p05um_p0_p1,original_refinement,True,False,True,False,False,budget_exceeded,,0.6499900817871094,False,False,False,78e21ec3,2,True,,,,,,,,,,,,,,,,0.7114093959731543,0.773525922818617,176,family=original_refinement rank=107/150 percentile=0.711409
ibm01,m4d-default,original_refinement_m117_tiny0p05um_p1_p0,original_refinement,True,False,True,False,False,budget_exceeded,,0.6499900817871094,False,False,False,454bf597,2,True,,,,,,,,,,,,,,,,0.7046979865771812,0.773525922818617,175,family=original_refinement rank=106/150 percentile=0.704698
ibm01,m4d-default,original_refinement_m117_tiny0p1um_p0_m1,original_refinement,True,False,True,False,False,budget_exceeded,,-1.3000049591064453,False,False,False,8093f30e,2,True,,,,,,,,,,,,,,,,0.42953020134228187,0.749070649167574,108,family=original_refinement rank=65/150 percentile=0.429530
ibm01,m4d-default,original_refinement_m117_tiny0p1um_p0_p1,original_refinement,True,False,True,False,False,budget_exceeded,,1.3000049591064453,False,False,False,5949d21f,2,True,,,,,,,,,,,,,,,,0.7986577181208053,0.7816778880127486,198,family=original_refinement rank=120/150 percentile=0.798658
ibm01,m4d-default,original_refinement_m117_tiny0p1um_p1_p0,original_refinement,True,False,True,False,False,budget_exceeded,,1.3000049591064453,False,False,False,e9253f83,2,True,,,,,,,,,,,,,,,,0.7919463087248322,0.7816778880127486,196,family=original_refinement rank=119/150 percentile=0.791946
ibm01,m4d-default,original_refinement_m117_tiny0p25um_m1_p0,original_refinement,True,True,True,False,False,duplicate,,-3.25,False,False,False,a7b7a0bd,2,True,,,,,,,,,,,,,,,,0.2684563758389262,0.7246153755165311,68,family=original_refinement rank=41/150 percentile=0.268456
ibm01,m4d-default,original_refinement_m117_tiny0p25um_p0_m1,original_refinement,True,False,True,False,False,budget_exceeded,,-3.25,False,False,False,2debaf8b,2,True,,,,,,,,,,,,,,,,0.2751677852348993,0.7246153755165311,70,family=original_refinement rank=42/150 percentile=0.275168
ibm01,m4d-default,original_refinement_m117_tiny0p25um_p0_p1,original_refinement,True,False,True,False,False,budget_exceeded,,3.25,False,False,False,23caa7a7,2,True,,,,,,,,,,,,,,,,0.9060402684563759,0.8061331616637916,224,family=original_refinement rank=136/150 percentile=0.906040
ibm01,m4d-default,original_refinement_m117_tiny0p25um_p1_p0,original_refinement,True,False,True,False,False,budget_exceeded,,3.25,False,False,False,a7b7a0bd,2,True,,,,,,,,,,,,,,,,0.8993288590604027,0.8061331616637916,223,family=original_refinement rank=135/150 percentile=0.899329
ibm01,m4d-default,original_refinement_m117_tiny0p5um_m1_p0,original_refinement,True,False,True,False,False,budget_exceeded,,-5.3135986328125,False,False,False,14fd7ecc,2,True,,,,,,,,,,,,,,,,0.2483221476510067,0.6987353767406252,63,family=original_refinement rank=38/150 percentile=0.248322
ibm01,m4d-default,original_refinement_m117_tiny0p5um_p0_m1,original_refinement,True,True,True,False,False,duplicate,,-6.5,False,False,False,14fd7ecc,2,True,,,,,,,,,,,,,,,,0.174496644295302,0.6838564824429009,45,family=original_refinement rank=27/150 percentile=0.174497
ibm01,m4d-default,original_refinement_m117_tiny0p5um_p0_p1,original_refinement,True,False,True,False,False,prefiltered,,6.5,False,False,False,99fc6e95,2,True,,,,,,,,,,,,,,,,0.9664429530201343,0.8468920547374217,239,family=original_refinement rank=145/150 percentile=0.966443
ibm01,m4d-default,original_refinement_m117_tiny0p5um_p1_p0,original_refinement,True,False,True,False,False,budget_exceeded,,6.5,False,False,False,ac943b6c,2,True,,,,,,,,,,,,,,,,0.959731543624161,0.8468920547374217,237,family=original_refinement rank=144/150 percentile=0.959732
ibm01,m4d-default,original_refinement_m173_grid_m1_m1,original_refinement,True,True,True,False,False,duplicate,,-2.0549755096435547,False,False,False,b1093852,2,True,,,,,,,,,,,,,,,,0.3624161073825503,0.7396024141081643,90,family=original_refinement rank=55/150 percentile=0.362416
ibm01,m4d-default,original_refinement_m173_grid_m1_p0,original_refinement,True,False,True,False,False,budget_exceeded,,-1.1015853881835938,False,False,False,4df48b96,2,True,,,,,,,,,,,,,,,,0.4899328859060403,0.7515590682675618,122,family=original_refinement rank=74/150 percentile=0.489933
ibm01,m4d-default,original_refinement_m173_grid_m1_p1,original_refinement,True,False,True,False,False,budget_exceeded,,-0.1481952667236328,False,False,False,e7526ef2,2,True,,,,,,,,,,,,,,,,0.6375838926174496,0.7635157224269593,159,family=original_refinement rank=96/150 percentile=0.637584
ibm01,m4d-default,original_refinement_m173_grid_p0_m1,original_refinement,True,False,True,False,False,budget_exceeded,,-0.9533901214599609,False,False,False,84ff164b,2,True,,,,,,,,,,,,,,,,0.5167785234899329,0.7534176144307638,128,family=original_refinement rank=78/150 percentile=0.516779
ibm01,m4d-default,original_refinement_m173_grid_p0_p1,original_refinement,True,False,True,False,False,budget_exceeded,,0.9533901214599609,False,False,False,c75f2a19,2,True,,,,,,,,,,,,,,,,0.7315436241610739,0.7773309227495588,181,family=original_refinement rank=110/150 percentile=0.731544
ibm01,m4d-default,original_refinement_m173_grid_p1_m1,original_refinement,True,False,True,False,False,budget_exceeded,,0.1481952667236328,False,False,False,5518dcb0,2,True,,,,,,,,,,,,,,,,0.6577181208053692,0.7672328147533634,163,family=original_refinement rank=99/150 percentile=0.657718
ibm01,m4d-default,original_refinement_m173_grid_p1_p0,original_refinement,True,False,True,False,False,budget_exceeded,,1.1015853881835938,False,False,False,76f242bf,2,True,,,,,,,,,,,,,,,,0.7449664429530202,0.7791894689127609,185,family=original_refinement rank=112/150 percentile=0.744966
ibm01,m4d-default,original_refinement_m173_grid_p1_p1,original_refinement,True,False,True,False,False,prefiltered,,2.0549755096435547,False,False,False,0e745e3f,2,True,,,,,,,,,,,,,,,,0.8322147651006712,0.7911461230721584,206,family=original_refinement rank=125/150 percentile=0.832215
ibm01,m4d-default,original_refinement_m173_opposite,original_refinement,True,False,True,False,False,budget_exceeded,,4.109973907470703,False,False,False,1fea3185,2,True,,,,,,,,,,,,,,,,0.912751677852349,0.8169182645993948,226,family=original_refinement rank=137/150 percentile=0.912752
ibm01,m4d-default,original_refinement_m173_scale0p125x,original_refinement,True,False,True,False,False,budget_exceeded,,-0.51373291015625,False,False,False,82f33a64,2,True,,,,,,,,,,,,,,,,0.6174496644295302,0.7589314425121726,153,family=original_refinement rank=93/150 percentile=0.617450
ibm01,m4d-default,original_refinement_m173_scale0p25x,original_refinement,True,False,True,False,False,budget_exceeded,,-1.0274887084960938,False,False,False,1d7e403e,2,True,,,,,,,,,,,,,,,,0.5033557046979866,0.7524883293889445,125,family=original_refinement rank=76/150 percentile=0.503356
ibm01,m4d-default,original_refinement_m173_scale0p5x,original_refinement,True,False,True,False,False,budget_exceeded,,-2.0549755096435547,False,False,False,b1093852,2,True,,,,,,,,,,,,,,,,0.35570469798657717,0.7396024141081643,89,family=original_refinement rank=54/150 percentile=0.355705
