benchmark,profile,candidate_name,family,valid,duplicate,admitted,not_admitted,scored,skip_reason,proxy_cost,approx_delta,is_selected,scored_pool_selectable,selected_via_fallback,placement_hash,source_stage
ibm01,m3c-default,m3a_p56_12_219_above,m3a_pair_refinement,False,False,True,False,False,invalid,,,False,False,False,,4
ibm01,m3c-default,m3a_p56_12_219_below,m3a_pair_refinement,False,False,True,False,False,invalid,,,False,False,False,,4
ibm01,m3c-default,m3a_p56_12_219_centroid_shift,m3a_pair_refinement,False,False,True,False,False,invalid,,,False,False,False,,4
ibm01,m3c-default,m3a_p56_12_219_left,m3a_pair_refinement,False,False,True,False,False,invalid,,,False,False,False,,4
ibm01,m3c-default,m3a_p56_12_219_right,m3a_pair_refinement,False,False,True,False,False,invalid,,,False,False,False,,4
ibm01,m3c-default,m3a_p56_12_219_swap,m3a_pair_refinement,False,False,True,False,False,invalid,,,False,False,False,,4
ibm01,m3c-default,m3a_p57_13_26_above,m3a_pair_refinement,False,False,True,False,False,invalid,,,False,False,False,,4
ibm01,m3c-default,m3a_p57_13_26_below,m3a_pair_refinement,False,False,True,False,False,invalid,,,False,False,False,,4
ibm01,m3c-default,m3a_p57_13_26_centroid_shift,m3a_pair_refinement,False,False,True,False,False,invalid,,,False,False,False,,4
ibm01,m3c-default,m3a_p57_13_26_left,m3a_pair_refinement,False,False,True,False,False,invalid,,,False,False,False,,4
ibm01,m3c-default,m3a_p57_13_26_right,m3a_pair_refinement,False,False,True,False,False,invalid,,,False,False,False,,4
ibm01,m3c-default,m3a_p57_13_26_swap,m3a_pair_refinement,False,False,True,False,False,invalid,,,False,False,False,,4
ibm01,m3c-default,m3a_p58_13_139_above,m3a_pair_refinement,False,False,True,False,False,invalid,,,False,False,False,,4
ibm01,m3c-default,m3a_p58_13_139_below,m3a_pair_refinement,True,False,False,True,False,m3c_not_admitted,,,False,False,False,37482554,4
ibm01,m3c-default,m3a_p58_13_139_centroid_shift,m3a_pair_refinement,False,False,True,False,False,invalid,,,False,False,False,,4
ibm01,m3c-default,m3a_p58_13_139_left,m3a_pair_refinement,False,False,True,False,False,invalid,,,False,False,False,,4
ibm01,m3c-default,m3a_p58_13_139_right,m3a_pair_refinement,False,False,True,False,False,invalid,,,False,False,False,,4
ibm01,m3c-default,m3a_p58_13_139_swap,m3a_pair_refinement,False,False,True,False,False,invalid,,,False,False,False,,4
ibm01,m3c-default,m3a_p59_14_238_above,m3a_pair_refinement,False,False,True,False,False,invalid,,,False,False,False,,4
ibm01,m3c-default,m3a_p59_14_238_below,m3a_pair_refinement,True,False,False,True,False,m3c_not_admitted,,,False,False,False,08f4c3c5,4
ibm01,m3c-default,m3a_p59_14_238_centroid_shift,m3a_pair_refinement,True,False,False,True,False,m3c_not_admitted,,,False,False,False,d70d1d4a,4
ibm01,m3c-default,m3a_p59_14_238_left,m3a_pair_refinement,False,False,True,False,False,invalid,,,False,False,False,,4
ibm01,m3c-default,m3a_p59_14_238_right,m3a_pair_refinement,False,False,True,False,False,invalid,,,False,False,False,,4
ibm01,m3c-default,m3a_p59_14_238_swap,m3a_pair_refinement,False,False,True,False,False,invalid,,,False,False,False,,4
ibm01,m3c-default,m3a_p5_9_42_above,m3a_pair_refinement,False,False,True,False,False,invalid,,,False,False,False,,4
ibm01,m3c-default,m3a_p5_9_42_below,m3a_pair_refinement,False,False,True,False,False,invalid,,,False,False,False,,4
ibm01,m3c-default,m3a_p5_9_42_centroid_shift,m3a_pair_refinement,False,False,True,False,False,invalid,,,False,False,False,,4
ibm01,m3c-default,m3a_p5_9_42_left,m3a_pair_refinement,False,False,True,False,False,invalid,,,False,False,False,,4
ibm01,m3c-default,m3a_p5_9_42_swap,m3a_pair_refinement,False,False,True,False,False,invalid,,,False,False,False,,4
ibm01,m3c-default,m3a_p60_15_44_above,m3a_pair_refinement,False,False,True,False,False,invalid,,,False,False,False,,4
ibm01,m3c-default,m3a_p60_15_44_below,m3a_pair_refinement,False,False,True,False,False,invalid,,,False,False,False,,4
ibm01,m3c-default,m3a_p60_15_44_centroid_shift,m3a_pair_refinement,False,False,True,False,False,invalid,,,False,False,False,,4
ibm01,m3c-default,m3a_p60_15_44_left,m3a_pair_refinement,False,False,True,False,False,invalid,,,False,False,False,,4
ibm01,m3c-default,m3a_p60_15_44_right,m3a_pair_refinement,False,False,True,False,False,invalid,,,False,False,False,,4
ibm01,m3c-default,m3a_p60_15_44_swap,m3a_pair_refinement,True,False,False,True,False,m3c_not_admitted,,,False,False,False,6b0f7680,4
ibm01,m3c-default,m3a_p61_16_69_above,m3a_pair_refinement,False,False,True,False,False,invalid,,,False,False,False,,4
ibm01,m3c-default,m3a_p61_16_69_below,m3a_pair_refinement,False,False,True,False,False,invalid,,,False,False,False,,4
ibm01,m3c-default,m3a_p61_16_69_centroid_shift,m3a_pair_refinement,False,False,True,False,False,invalid,,,False,False,False,,4
ibm01,m3c-default,m3a_p61_16_69_left,m3a_pair_refinement,False,False,True,False,False,invalid,,,False,False,False,,4
ibm01,m3c-default,m3a_p61_16_69_right,m3a_pair_refinement,False,False,True,False,False,invalid,,,False,False,False,,4
ibm01,m3c-default,m3a_p61_16_69_swap,m3a_pair_refinement,False,False,True,False,False,invalid,,,False,False,False,,4
ibm01,m3c-default,m3a_p62_17_101_above,m3a_pair_refinement,True,False,False,True,False,m3c_not_admitted,,,False,False,False,780fe21b,4
ibm01,m3c-default,m3a_p62_17_101_below,m3a_pair_refinement,False,False,True,False,False,invalid,,,False,False,False,,4
ibm01,m3c-default,m3a_p62_17_101_centroid_shift,m3a_pair_refinement,False,False,True,False,False,invalid,,,False,False,False,,4
ibm01,m3c-default,m3a_p62_17_101_left,m3a_pair_refinement,False,False,True,False,False,invalid,,,False,False,False,,4
ibm01,m3c-default,m3a_p62_17_101_right,m3a_pair_refinement,False,False,True,False,False,invalid,,,False,False,False,,4
ibm01,m3c-default,m3a_p62_17_101_swap,m3a_pair_refinement,False,False,True,False,False,invalid,,,False,False,False,,4
ibm01,m3c-default,m3a_p63_17_232_above,m3a_pair_refinement,True,False,False,True,False,m3c_not_admitted,,,False,False,False,1ef41f3a,4
ibm01,m3c-default,m3a_p63_17_232_below,m3a_pair_refinement,False,False,True,False,False,invalid,,,False,False,False,,4
ibm01,m3c-default,m3a_p63_17_232_centroid_shift,m3a_pair_refinement,False,False,True,False,False,invalid,,,False,False,False,,4
ibm01,m3c-default,m3a_p63_17_232_left,m3a_pair_refinement,False,False,True,False,False,invalid,,,False,False,False,,4
ibm01,m3c-default,m3a_p63_17_232_right,m3a_pair_refinement,False,False,True,False,False,invalid,,,False,False,False,,4
ibm01,m3c-default,m3a_p63_17_232_swap,m3a_pair_refinement,False,False,True,False,False,invalid,,,False,False,False,,4
ibm01,m3c-default,m3a_p6_10_63_above,m3a_pair_refinement,True,False,False,True,False,m3c_not_admitted,,,False,False,False,b55e526b,4
ibm01,m3c-default,m3a_p6_10_63_below,m3a_pair_refinement,False,False,True,False,False,invalid,,,False,False,False,,4
ibm01,m3c-default,m3a_p6_10_63_centroid_shift,m3a_pair_refinement,False,False,True,False,False,invalid,,,False,False,False,,4
ibm01,m3c-default,m3a_p6_10_63_left,m3a_pair_refinement,False,False,True,False,False,invalid,,,False,False,False,,4
ibm01,m3c-default,m3a_p6_10_63_right,m3a_pair_refinement,False,False,True,False,False,invalid,,,False,False,False,,4
ibm01,m3c-default,m3a_p7_18_105_above,m3a_pair_refinement,True,False,False,True,False,m3c_not_admitted,,,False,False,False,0c4a1510,4
ibm01,m3c-default,m3a_p7_18_105_below,m3a_pair_refinement,False,False,True,False,False,invalid,,,False,False,False,,4
ibm01,m3c-default,m3a_p7_18_105_centroid_shift,m3a_pair_refinement,False,False,True,False,False,invalid,,,False,False,False,,4
ibm01,m3c-default,m3a_p7_18_105_left,m3a_pair_refinement,False,False,True,False,False,invalid,,,False,False,False,,4
ibm01,m3c-default,m3a_p7_18_105_right,m3a_pair_refinement,False,False,True,False,False,invalid,,,False,False,False,,4
ibm01,m3c-default,m3a_p7_18_105_swap,m3a_pair_refinement,False,False,True,False,False,invalid,,,False,False,False,,4
ibm01,m3c-default,m3a_p8_25_132_above,m3a_pair_refinement,False,False,True,False,False,invalid,,,False,False,False,,4
ibm01,m3c-default,m3a_p8_25_132_below,m3a_pair_refinement,False,False,True,False,False,invalid,,,False,False,False,,4
ibm01,m3c-default,m3a_p8_25_132_centroid_shift,m3a_pair_refinement,False,False,True,False,False,invalid,,,False,False,False,,4
ibm01,m3c-default,m3a_p8_25_132_left,m3a_pair_refinement,True,False,False,True,False,m3c_not_admitted,,,False,False,False,e4ce84a5,4
ibm01,m3c-default,m3a_p8_25_132_right,m3a_pair_refinement,False,False,True,False,False,invalid,,,False,False,False,,4
ibm01,m3c-default,m3a_p8_25_132_swap,m3a_pair_refinement,False,False,True,False,False,invalid,,,False,False,False,,4
ibm01,m3c-default,m3a_p9_25_168_above,m3a_pair_refinement,False,False,True,False,False,invalid,,,False,False,False,,4
ibm01,m3c-default,m3a_p9_25_168_below,m3a_pair_refinement,True,False,False,True,False,m3c_not_admitted,,,False,False,False,c465fddf,4
ibm01,m3c-default,m3a_p9_25_168_centroid_shift,m3a_pair_refinement,False,False,True,False,False,invalid,,,False,False,False,,4
ibm01,m3c-default,m3a_p9_25_168_left,m3a_pair_refinement,False,False,True,False,False,invalid,,,False,False,False,,4
ibm01,m3c-default,m3a_p9_25_168_right,m3a_pair_refinement,False,False,True,False,False,invalid,,,False,False,False,,4
ibm01,m3c-default,m3a_p9_25_168_swap,m3a_pair_refinement,False,False,True,False,False,invalid,,,False,False,False,,4
ibm01,m3c-default,m3b_c0_0_166_211_centroid_shift,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c0_0_166_211_cyclic,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c0_0_166_211_rcyclic,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c10_6_107_126_centroid_shift,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c10_6_107_126_cyclic,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c10_6_107_126_rcyclic,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c11_9_51_128_centroid_shift,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c11_9_51_128_cyclic,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c11_9_51_128_rcyclic,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c12_12_99_178_centroid_shift,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c12_12_99_178_cyclic,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c12_12_99_178_rcyclic,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c13_18_51_52_centroid_shift,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c13_18_51_52_cyclic,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c13_18_51_52_rcyclic,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c14_21_35_221_centroid_shift,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c14_21_35_221_cyclic,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c14_21_35_221_rcyclic,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c15_30_148_233_centroid_shift,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c15_30_148_233_cyclic,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c15_30_148_233_rcyclic,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c16_31_94_149_centroid_shift,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c16_31_94_149_cyclic,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c16_31_94_149_rcyclic,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c17_61_165_242_centroid_shift,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c17_61_165_242_cyclic,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c17_61_165_242_rcyclic,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c18_65_159_186_centroid_shift,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c18_65_159_186_cyclic,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c18_65_159_186_rcyclic,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c19_65_186_193_centroid_shift,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c19_65_186_193_cyclic,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c19_65_186_193_rcyclic,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c1_7_84_190_centroid_shift,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c1_7_84_190_cyclic,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c1_7_84_190_rcyclic,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c20_67_100_164_centroid_shift,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c20_67_100_164_cyclic,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c20_67_100_164_rcyclic,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c21_81_196_234_centroid_shift,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c21_81_196_234_cyclic,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c21_81_196_234_rcyclic,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c22_91_130_229_centroid_shift,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c22_91_130_229_cyclic,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c22_91_130_229_rcyclic,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c23_102_147_214_centroid_shift,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c23_102_147_214_cyclic,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c23_102_147_214_rcyclic,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c24_198_239_240_centroid_shift,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c24_198_239_240_cyclic,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c24_198_239_240_rcyclic,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c25_216_219_241_centroid_shift,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c25_216_219_241_cyclic,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c25_216_219_241_rcyclic,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c26_0_14_166_centroid_shift,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c26_0_14_166_cyclic,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c26_0_14_166_rcyclic,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c27_0_14_211_centroid_shift,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c27_0_14_211_cyclic,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c27_0_14_211_rcyclic,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c28_0_26_166_centroid_shift,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c28_0_26_166_cyclic,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c28_0_26_166_rcyclic,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c29_0_26_211_centroid_shift,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c29_0_26_211_cyclic,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c29_0_26_211_rcyclic,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c2_25_132_168_centroid_shift,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c2_25_132_168_cyclic,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c2_25_132_168_rcyclic,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c30_0_52_166_cyclic,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c30_0_52_166_rcyclic,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c31_0_52_211_centroid_shift,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c31_0_52_211_cyclic,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c31_0_52_211_rcyclic,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c3_33_39_235_centroid_shift,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c3_33_39_235_cyclic,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c3_33_39_235_rcyclic,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c4_38_77_184_centroid_shift,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c4_38_77_184_cyclic,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c4_38_77_184_rcyclic,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c5_70_104_120_centroid_shift,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c5_70_104_120_cyclic,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c5_70_104_120_rcyclic,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c6_139_220_238_centroid_shift,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c6_139_220_238_cyclic,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c6_139_220_238_rcyclic,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c7_2_45_133_centroid_shift,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c7_2_45_133_cyclic,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c7_2_45_133_rcyclic,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c8_2_133_199_centroid_shift,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c8_2_133_199_cyclic,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c8_2_133_199_rcyclic,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c9_4_15_44_centroid_shift,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c9_4_15_44_cyclic,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,m3b_c9_4_15_44_rcyclic,m3b_cluster_refinement,False,False,True,False,False,invalid,,,False,False,False,,5
ibm01,m3c-default,original_line_search_m215_scale0p25x,original_line_search,True,True,True,False,False,duplicate,,-0.75750732421875,False,False,False,f054a3fa,3
ibm01,m3c-default,original_line_search_m215_scale0p5x,original_line_search,True,True,True,False,False,duplicate,,-1.5149917602539062,False,False,False,6b9c1cf4,3
ibm01,m3c-default,original_line_search_m215_scale0p75x,original_line_search,True,False,True,False,False,not_scored,,-2.2724990844726562,False,False,False,698e4032,3
ibm01,m3c-default,original_line_search_m215_scale1p5x,original_line_search,True,True,True,False,False,duplicate,,-4.5449981689453125,False,False,False,04f3cc6e,3
ibm01,m3c-default,original_line_search_m215_scale1x,original_line_search,True,True,True,False,False,duplicate,,-3.0300064086914062,False,False,False,19514967,3
ibm01,m3c-default,original_line_search_m215_scale2x,original_line_search,True,True,True,False,False,duplicate,,-6.059989929199219,False,False,False,007d0d86,3
ibm01,m3c-default,original_line_search_m215_scale4x,original_line_search,True,False,True,False,False,line_search_early_stop,,-11.85660171508789,False,False,False,3f329c63,3
ibm01,m3c-default,original_line_search_m22_scale0p25x,original_line_search,True,False,True,False,False,not_scored,,-0.7458744049072266,False,False,False,16a5f382,3
ibm01,m3c-default,original_line_search_m22_scale0p5x,original_line_search,True,False,True,False,False,not_scored,,-1.4917488098144531,False,False,False,356c880c,3
ibm01,m3c-default,original_line_search_m22_scale0p75x,original_line_search,True,False,True,False,False,not_scored,,-2.2376232147216797,False,False,False,0cc52b52,3
ibm01,m3c-default,original_line_search_m22_scale1p25x,original_line_search,True,False,True,False,False,not_scored,,-3.729372024536133,False,False,False,1319d504,3
ibm01,m3c-default,original_line_search_m22_scale1x,original_line_search,True,True,True,False,False,duplicate,,-2.9834976196289062,False,False,False,ccfae19a,3
ibm01,m3c-default,original_line_search_m22_scale3x,original_line_search,True,False,True,False,False,budget_exceeded,,-8.950492858886719,False,False,False,2b6a24b3,3
ibm01,m3c-default,original_line_search_m22_scale4x,original_line_search,True,False,True,False,False,not_scored,,-11.933990478515625,False,False,False,11c56b26,3
ibm01,m3c-default,original_neighborhood_m117_nearest_whitespace,original_neighborhood,True,False,True,False,False,prefiltered,,7.279993057250977,False,False,False,8772dba6,1
ibm01,m3c-default,original_neighborhood_m117_right_s,original_neighborhood,True,False,True,False,False,prefiltered,,2.9834976196289062,False,False,False,f25679c6,1
ibm01,m3c-default,original_neighborhood_m117_up_s,original_neighborhood,True,False,True,False,False,prefiltered,,3.6400089263916016,False,False,False,3ff0a84e,1
ibm01,m3c-default,original_neighborhood_m141_down_s,original_neighborhood,True,False,True,False,False,budget_exceeded,,0.6912002563476562,False,False,False,8387fcb0,1
ibm01,m3c-default,original_neighborhood_m141_left_s,original_neighborhood,True,False,True,False,False,prefiltered,,2.107696533203125,False,False,False,105c41da,1
ibm01,m3c-default,original_neighborhood_m141_right_s,original_neighborhood,True,False,True,False,False,budget_exceeded,,-0.12000274658203125,False,False,False,2314f63a,1
ibm01,m3c-default,original_neighborhood_m141_toward_centroid,original_neighborhood,True,False,True,False,False,budget_exceeded,,0.6197233200073242,False,False,False,0230da77,1
ibm01,m3c-default,original_neighborhood_m141_up_s,original_neighborhood,True,False,True,False,False,budget_exceeded,,-0.6912002563476562,False,False,False,1590330f,1
ibm01,m3c-default,original_neighborhood_m150_down_s,original_neighborhood,True,False,True,False,False,budget_exceeded,,-2.3040008544921875,False,False,False,14f58998,1
ibm01,m3c-default,original_neighborhood_m150_left_s,original_neighborhood,True,False,True,False,False,prefiltered,,3.030000686645508,False,False,False,3a030afb,1
ibm01,m3c-default,original_neighborhood_m150_up_s,original_neighborhood,True,False,True,False,False,prefiltered,,2.3040008544921875,False,False,False,9026b7d9,1
ibm01,m3c-default,original_neighborhood_m173_down_s,original_neighborhood,True,False,True,False,False,budget_exceeded,,-2.507600784301758,False,False,False,dca43fcf,1
ibm01,m3c-default,original_neighborhood_m173_right_s,original_neighborhood,True,False,True,False,False,prefiltered,,3.0300064086914062,False,False,False,6f73e27c,1
ibm01,m3c-default,original_neighborhood_m173_up_s,original_neighborhood,True,False,True,False,False,prefiltered,,2.5344009399414062,False,False,False,1abcb424,1
ibm01,m3c-default,original_neighborhood_m180_down_s,original_neighborhood,True,False,True,False,False,budget_exceeded,,-0.9094009399414062,False,False,False,d4f97c75,1
ibm01,m3c-default,original_neighborhood_m180_left_s,original_neighborhood,True,False,True,False,False,budget_exceeded,,0.7574987411499023,False,False,False,5e94102c,1
ibm01,m3c-default,original_neighborhood_m180_right_s,original_neighborhood,True,False,True,False,False,budget_exceeded,,-0.7574987411499023,False,False,False,85167878,1
ibm01,m3c-default,original_neighborhood_m180_toward_centroid,original_neighborhood,True,False,True,False,False,budget_exceeded,,-1.258432388305664,False,False,False,382ba244,1
ibm01,m3c-default,original_neighborhood_m180_up_s,original_neighborhood,True,False,True,False,False,budget_exceeded,,0.921600341796875,False,False,False,9b374923,1
ibm01,m3c-default,original_neighborhood_m190_left_s,original_neighborhood,True,False,True,False,False,budget_exceeded,,-1.262502670288086,False,False,False,0899e907,1
ibm01,m3c-default,original_neighborhood_m190_right_s,original_neighborhood,True,False,True,False,False,prefiltered,,1.262502670288086,False,False,False,b6eec1ec,1
ibm01,m3c-default,original_neighborhood_m190_toward_centroid,original_neighborhood,True,False,True,False,False,budget_exceeded,,-2.4345359802246094,False,False,False,91b0858b,1
ibm01,m3c-default,original_neighborhood_m190_up_s,original_neighborhood,True,False,True,False,False,prefiltered,,2.764801025390625,False,False,False,c3bb01e0,1
